parnumber,maf,cat,cat3,cap,pkg,val,dff,
25SVP6R8M,Panasonic,电容,,6.8uF,,25VDC,±20%,
B32652A103J,EPCOS / TDK,电容,,0.01uF,,,±5%,
LDECD3470KA5N00,KEMET,电容,,0.47uF,,50VDC,±10%,
P409CE104M275AH101,KEMET,电容,,0.1uF,,630VDC,±20%,
B32672L1622J,EPCOS / TDK,电容,,6200pF,,1.6kVDC,±5%,
B32932A3104M,EPCOS / TDK,电容,,0.1uF,,-,±20%,
LDECA2220JA0N00,KEMET,电容,,0.022uF,,50VDC,±5%,
168334J50C-F,Cornell Dubilier - CDE,电容,,0.33uF,,50VDC,±5%,
HHXA250ARA101MF80G,United Chemi-Con,电容,,100uF,,25VDC,±20%,
B32922C3333K,EPCOS / TDK,电容,,0.033uF,,630VDC,±10%,
LDBCA2100GC5N0,KEMET,电容,,0.01uF,,50VDC,±2%,
LDBAB3100JC5N0,KEMET,电容,,0.1uF,,16VDC,±5%,
168103K100A-F,Cornell Dubilier - CDE,电容,,0.01uF,,100VDC,±10%,
B32672L8102J,EPCOS / TDK,电容,,1000pF,,2kVDC,±5%,
B32529C1474J189,EPCOS / TDK,电容,,0.47uF,,100VDC,±5%,
108TTA010M,Illinois Capacitor / CDE,电容,,1000uF,,10VDC,±20%,
PCJ1A221MCL1GS,Nichicon,电容,,220uF,,10VDC,±20%,
PCR1C471MCL1GS,Nichicon,电容,,470uF,,16VDC,±20%,
NLW5-25,Cornell Dubilier - CDE,电容,,5uF,,25VDC,,
B32922C3473M189,EPCOS / TDK,电容,,0.047uF,,630VDC,±20%,
B32652A2222K000,EPCOS / TDK,电容,,2200pF,,2kVDC,±10%,
PCF1A121MCL1GS,Nichicon,电容,,120uF,,10VDC,±20%,
PCG1C101MCL1GS,Nichicon,电容,,100uF,,16VDC,±20%,
PCV1V820MCL7GS,Nichicon,电容,,82uF,,35VDC,±20%,
106MWR050K,Illinois Capacitor / CDE,电容,,10uF,,50VDC,±10%,
P5F,Voltronics,电容,,,,,,
B32671P4224K000,EPCOS / TDK,电容,,0.22uF,,450VDC,±10%,
LDEDC3220KA5N00,KEMET,电容,,0.22uF,,63VDC,±10%,
105PPA122K,Illinois Capacitor / CDE,电容,,1uF,,1.2kVDC,±10%,
B32671P6184K000,EPCOS / TDK,电容,,0.18uF,,630VDC,±10%,
P295BE471M500A,KEMET,电容,,470pF,,-,±20%,
B81123C1682M,EPCOS / TDK,电容,,6800pF,,3kVDC,±20%,
B25669A4827J375,EPCOS / TDK,电容,,274uF,,,±5%,
PCR1C681MCL1GS,Nichicon,电容,,680uF,,16VDC,±20%,
305PHC250K,Illinois Capacitor / CDE,电容,,3uF,,250VDC,±10%,
LGG2E102MELA50,Nichicon,电容,,1000uF,,250VDC,±20%,
B32652A2222J000,EPCOS / TDK,电容,,2200pF,,2kVDC,±5%,
LDBCA2100JC5N0,KEMET,电容,,0.01uF,,50VDC,±5%,
LDEPD1470KA5N00,KEMET,电容,,4700pF,,630VDC,±10%,
LDBCB2470JC5N0,KEMET,电容,,0.047uF,,50VDC,±5%,
PCV1D271MCL2GS,Nichicon,电容,,270uF,,20VDC,±20%,
PCV1D331MCL2GS,Nichicon,电容,,330uF,,20VDC,±20%,
106MWR063K,Illinois Capacitor / CDE,电容,,10uF,,63VDC,±10%,
B32672L1223J189,EPCOS / TDK,电容,,0.022uF,,1.6kVDC,±5%,
LDECB3100JA0N00,KEMET,电容,,0.1uF,,50VDC,±5%,
B32924C3684M000,EPCOS / TDK,电容,,0.68uF,,630VDC,±20%,
PEH169GA5100QU2,KEMET,电容,,10000uF,,16VDC,"- 10 %, + 30 %",
PCF1A561MCL1GS,Nichicon,电容,,560uF,,10VDC,±20%,
PCR1C561MCL1GS,Nichicon,电容,,560uF,,16VDC,±20%,
PCV1D151MCL6GS,Nichicon,电容,,150uF,,20VDC,±20%,
B32922C3684M289,EPCOS / TDK,电容,,0.68uF,,630VDC,±20%,
LDEED3220KA5N00,KEMET,电容,,0.22uF,,100VDC,±10%,
25SEP33M+TSS,Panasonic,电容,,33uF,,25VDC,±20%,
LDEIH4100KA5N00,KEMET,电容,,1uF,,250VDC,±10%,
PCV1E151MCL1GS,Nichicon,电容,,150uF,,25VDC,±20%,
LGG2C272MELC40,Nichicon,电容,,2700uF,,160VDC,±20%,
B32652A6473K,EPCOS / TDK,电容,,0.047uF,,630VDC,±10%,
LDEQD1100KA5N00,KEMET,电容,,1000pF,,1kVDC,±10%,
PEH169PA4100QB2,KEMET,电容,,1000uF,,100VDC,"- 10 %, + 30 %",
108TMA050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,,
LGG2E102MELB40,Nichicon,电容,,1000uF,,250VDC,±20%,
LDEPF2470KA5N00,KEMET,电容,,0.047uF,,630VDC,±10%,
B81141C1334M000,EPCOS / TDK,电容,,0.33uF,,1kVDC,±20%,
PCF1A471MCL1GS,Nichicon,电容,,470uF,,10VDC,±20%,
LGG2D222MELB50,Nichicon,电容,,2200uF,,200VDC,±20%,
106K050CS4G-FA,Cornell Dubilier - CDE,电容,,10uF,,50VDC,±10%,
B32671P4154K000,EPCOS / TDK,电容,,0.15uF,,450VDC,±10%,
LDEDC3100JA5N00,KEMET,电容,,0.1uF,,63VDC,±5%,
LDEPE2330KA5N00,KEMET,电容,,0.033uF,,630VDC,±10%,
LDECF4330KA0N00,KEMET,电容,,3.3uF,,50VDC,±10%,
LDEQH3100KA5N00,KEMET,电容,,0.1uF,,1kVDC,±10%,
B25673A4102A000,EPCOS / TDK,电容,,66.3uFx3,,,"- 5 %, + 10 %",
B25669A3996J375,EPCOS / TDK,电容,,332uF,,,±5%,
LDEIB2100KA0N00,KEMET,电容,,0.01uF,,250VDC,±10%,
B32022A3473M289,EPCOS / TDK,电容,,0.047uF,,1.5kVDC,±20%,
B25673A4252A000,EPCOS / TDK,电容,,165.9uF,,,"- 5 %, + 10 %",
KVD250L105M32A0T00,United Chemi-Con,电容,,1uF,,25VDC,±20%,
B32620A152J,EPCOS / TDK,电容,,1500pF,,,±5%,
B32652A333K,EPCOS / TDK,电容,,0.033uF,,,±10%,
B32594C6225J8,EPCOS / TDK,电容,,2.2uF,,400VDC,±5%,
LDEQE2100KA5N00,KEMET,电容,,0.01uF,,1kVDC,±10%,
104PPB162K,Illinois Capacitor / CDE,电容,,0.1uF,,1.6kVDC,±10%,
B32620A302J,EPCOS / TDK,电容,,3000pF,,,±5%,
PEH534VCB3150M2,KEMET,电容,,150uF,,400VDC,±20%,
PEH205HA5100QU0,KEMET,电容,,10000uF,,25VDC,"- 10 %, + 30 %",
B25669A5467J375,EPCOS / TDK,电容,,154uF,,,±5%,
PCX1H100MCL1GS,Nichicon,电容,,10uF,,50VDC,±20%,
HHXA160ARA471MJA0G,United Chemi-Con,电容,,470uF,,16VDC,±20%,
B32521C1474K000,EPCOS / TDK,电容,,0.47uF,,100VDC,±10%,
LDEQF2220KA5N00,KEMET,电容,,0.022uF,,1kVDC,±10%,
16PS330MJ12,United Chemi-Con,电容,,330uF,,16VDC,±20%,
B32529C1474K000,EPCOS / TDK,电容,,0.47uF,,100VDC,±10%,
B32620A222J,EPCOS / TDK,电容,,2200pF,,,±5%,
B32529D225J189,EPCOS / TDK,电容,,2.2uF,,,±5%,
LDEID2470KA5N00,KEMET,电容,,0.047uF,,250VDC,±10%,
PEH534VCD3220M2,KEMET,电容,,220uF,,400VDC,±20%,
PEH200ZO4100MU2,KEMET,电容,,1000uF,,500VDC,±20%,
B25673A5202A020,EPCOS / TDK,电容,,77uFx3,,,"- 5 %, + 10 %",
PCG1A151MCL1GS,Nichicon,电容,,150uF,,10VDC,±20%,
PCG0G222MCL1GS,Nichicon,电容,,2200uF,,4VDC,±20%,
B32620A222K,EPCOS / TDK,电容,,2200pF,,,±10%,
B32021A3682M000,EPCOS / TDK,电容,,6800pF,,1.5kVDC,±20%,
B32671P6823K000,EPCOS / TDK,电容,,0.082uF,,630VDC,±10%,
LDECD3330KA5N00,KEMET,电容,,0.33uF,,50VDC,±10%,
LDEDB2680KA0N00,KEMET,电容,,0.068uF,,63VDC,±10%,
LDEID3100JA0N00,KEMET,电容,,0.1uF,,250VDC,±5%,
B32654A3155J000,EPCOS / TDK,电容,,1.5uF,,250VDC,±5%,
B25673A4052A040,EPCOS / TDK,电容,,27.4uFx3,,,"- 5 %, + 10 %",
B25655P9127K151,EPCOS / TDK,电容,,,,,,
PCX1C391MCL1GS,Nichicon,电容,,390uF,,16VDC,±20%,
LDEQD1330KA5N00,KEMET,电容,,3300pF,,1kVDC,±10%,
LDEID2330JA5N00,KEMET,电容,,0.033uF,,250VDC,±5%,
LDEIE3100KA5N00,KEMET,电容,,0.1uF,,250VDC,±10%,
B32654A2683K000,EPCOS / TDK,电容,,0.068uF,,2kVDC,±10%,
PEH200YK4100MU2,KEMET,电容,,1000uF,,450VDC,±20%,
PEH200PO5220MU2,KEMET,电容,,22000uF,,100VDC,±20%,
OTBG504KNPIR-F,Cornell Dubilier - CDE,电容,,0.5uF,,1kVDC,±10%,
B32521C1224K289,EPCOS / TDK,电容,,0.22uF,,100VDC,±10%,
B32656S0684K565,EPCOS / TDK,电容,,0.68uF,,1kVDC,±10%,
PCG0E331MCL1GS,Nichicon,电容,,330uF,,2.5VDC,±20%,
LDBCB2330JC5N0,KEMET,电容,,0.033uF,,50VDC,±5%,
B32656S185K561,EPCOS / TDK,电容,,1.8uF,,,±10%,
PEH169QT4470QB2,KEMET,电容,,4700uF,,160VDC,"- 10 %, + 30 %",
B25667C7746A375,EPCOS / TDK,电容,,24.9uFx3,,-,"- 5 %, + 10 %",
KVD101L155M55A0T00,United Chemi-Con,电容,,1.5uF,,100VDC,±20%,
PCV1E271MCL1GS,Nichicon,电容,,270uF,,25VDC,±20%,
PCV1K150MCL1GS,Nichicon,电容,,15uF,,80VDC,±20%,
LDECA2330KA0N00,KEMET,电容,,0.033uF,,50VDC,±10%,
6SEP470M+TSS,Panasonic,电容,,470uF,,6.3VDC,±20%,
LDEMD2470KA5N00,KEMET,电容,,0.047uF,,400VDC,±10%,
B32614A2223J008,EPCOS / TDK,电容,,0.022uF,,2kVDC,±5%,
106LC5700K5PM8,Illinois Capacitor / CDE,电容,,10uF,,,±10%,
B32521C1224J000,EPCOS / TDK,电容,,0.22uF,,100VDC,±5%,
LDEIF3470KA0N00,KEMET,电容,,0.47uF,,250VDC,±10%,
PCS0J391MCL1GS,Nichicon,电容,,390uF,,6.3VDC,±20%,
PCF1D470MCL1GS,Nichicon,电容,,47uF,,20VDC,±20%,
KVD500L685M55A0T00,United Chemi-Con,电容,,6.8uF,,50VDC,±20%,
LDBCA1470JC5N0,KEMET,电容,,4700pF,,50VDC,±5%,
B25673A4202A040,EPCOS / TDK,电容,,109.7uFx3,,,"- 5 %, + 10 %",
PCV1D181MCL2GS,Nichicon,电容,,180uF,,20VDC,±20%,
B32529D3224K000,EPCOS / TDK,电容,,0.22uF,,250VDC,±10%,
B25673A4122A580,EPCOS / TDK,电容,,57.6uFx3,,,"- 5 %, + 10 %",
PCG0J181MCO1GS,Nichicon,电容,,180uF,,6.3VDC,±20%,
DEA1X3D470JA2B,Murata Electronics,电容,,47pF,,2kVDC,±5%,
B32529C1103J,EPCOS / TDK,电容,,0.01uF,,100VDC,±5%,
B32529C1473J,EPCOS / TDK,电容,,0.047uF,,100VDC,±5%,
DE1E3KX102MA4BP01F,Murata Electronics,电容,,1000pF,,,±20%,
DE2E3KY222MN3AM02F,Murata Electronics,电容,,2200pF,,,±20%,
DEA1X3D101JA2B,Murata Electronics,电容,,100pF,,2kVDC,±5%,
DE1E3KX222MA4BP01F,Murata Electronics,电容,,2200pF,,,±20%,
DE1E3KX222MB4BN01F,Murata Electronics,电容,,2200pF,,,±20%,
B32922C3224M189,EPCOS / TDK,电容,,0.22uF,,630VDC,±20%,
DEBE33D103ZA3B,Murata Electronics,电容,,0.01uF,,2kVDC,±20%,
B32021A3103M,EPCOS / TDK,电容,,0.01uF,,1.5kVDC,±20%,
50SVPF39M,Panasonic,电容,,39uF,,50VDC,±20%,
25SEPF330M,Panasonic,电容,,330uF,,25VDC,±20%,
106RSS016M,Illinois Capacitor / CDE,电容,,10uF,,16VDC,±20%,
105CKE100M,Illinois Capacitor / CDE,电容,,1uF,,100VDC,±20%,
107CKS035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,±20%,
108CKS016MLN,Illinois Capacitor / CDE,电容,,1000uF,,16VDC,±20%,
108CKS035M,Illinois Capacitor / CDE,电容,,1000uF,,35VDC,±20%,
107TTA025M,Illinois Capacitor / CDE,电容,,100uF,,25VDC,±20%,
108TTA050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
106TTA450M,Illinois Capacitor / CDE,电容,,10uF,,450VDC,±20%,
PCR1K470MCL1GS,Nichicon,电容,,47uF,,80VDC,±20%,
PCR1V271MCL1GS,Nichicon,电容,,270uF,,35VDC,±20%,
DE1E3KX102MB4BN01F,Murata Electronics,电容,,1000pF,,,±20%,
DEBE33F472ZA3B,Murata Electronics,电容,,4700pF,,3.15kVDC,±20%,
107TTA050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
PCG1A102MCL1GS,Nichicon,电容,,1000uF,,10VDC,±20%,
HHXB250ARA101MF80G,United Chemi-Con,电容,,100uF,,25VDC,±20%,
B32529C1102J289,EPCOS / TDK,电容,,1000pF,,100VDC,±5%,
DEBB33F102KA3B,Murata Electronics,电容,,1000pF,,3.15kVDC,±10%,
108RSS016M,Illinois Capacitor / CDE,电容,,1000uF,,16VDC,±20%,
DE2E3KY222MN3AU02F,Murata Electronics,电容,,2200pF,,,±20%,
B32529C1473J189,EPCOS / TDK,电容,,0.047uF,,100VDC,±5%,
DE2E3KY472MN2AM01F,Murata Electronics,电容,,4700pF,,,±20%,
25SEP6R8M,Panasonic,电容,,6.8uF,,25VDC,±20%,
B32652A6224J,EPCOS / TDK,电容,,0.22uF,,630VDC,±5%,
B32922C3684M189,EPCOS / TDK,电容,,0.68uF,,630VDC,±20%,
108TTA025M,Illinois Capacitor / CDE,电容,,1000uF,,25VDC,±20%,
103MWR630K,Illinois Capacitor / CDE,电容,,0.01uF,,630VDC,±10%,
107CKE035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,±20%,
PCR1H121MCL1GS,Nichicon,电容,,120uF,,50VDC,±20%,
DEBB33D471KA2B,Murata Electronics,电容,,470pF,,2kVDC,±10%,
DE6E3KJ222MN3A,Murata Electronics,电容,,2200pF,,,±20%,
108CKH035M,Illinois Capacitor / CDE,电容,,1000uF,,35VDC,±20%,
107SML063M,Illinois Capacitor / CDE,电容,,100uF,,63VDC,±20%,
DEBB33D222KN2A,Murata Electronics,电容,,2200pF,,2kVDC,±10%,
108CKE016MLN,Illinois Capacitor / CDE,电容,,1000uF,,16VDC,±20%,
107TTA100M,Illinois Capacitor / CDE,电容,,100uF,,100VDC,±20%,
107CKS450M,Illinois Capacitor / CDE,电容,,100uF,,450VDC,±20%,
DE1E3KX472MB4BP01F,Murata Electronics,电容,,4700pF,,,±20%,
104MKP275K,Illinois Capacitor / CDE,电容,,0.1uF,,,±10%,
B32021A3102K000,EPCOS / TDK,电容,,1000pF,,1.5kVDC,±10%,
B32529C1472K189,EPCOS / TDK,电容,,4700pF,,100VDC,±10%,
DEBB33D472KA3B,Murata Electronics,电容,,4700pF,,2kVDC,±10%,
PCK0J221MCO1GS,Nichicon,电容,,220uF,,6.3VDC,±20%,
DE1E3KX152MA4BN01F,Murata Electronics,电容,,1500pF,,,±20%,
B32922C3154M000,EPCOS / TDK,电容,,0.15uF,,630VDC,±20%,
PCR1H820MCL6GS,Nichicon,电容,,82uF,,50VDC,±20%,
DEBE33F102ZC3B,Murata Electronics,电容,,1000pF,,3.15kVDC,±20%,
25SEP10M,Panasonic,电容,,10uF,,25VDC,±20%,
103MPW630K,Illinois Capacitor / CDE,电容,,0.01uF,,630VDC,±10%,
PCR1J560MCL1GS,Nichicon,电容,,56uF,,63VDC,±20%,
107CKR050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
107TTA063M,Illinois Capacitor / CDE,电容,,100uF,,63VDC,±20%,
104MWR630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
109CKE016M,Illinois Capacitor / CDE,电容,,10000uF,,16VDC,±20%,
HHXB500ARA220MF61G,United Chemi-Con,电容,,22uF,,50VDC,±20%,
PCJ1C101MCL4GS,Nichicon,电容,,100uF,,16VDC,±20%,
LDECB3100KA0N00,KEMET,电容,,0.1uF,,50VDC,±10%,
108TTA016M,Illinois Capacitor / CDE,电容,,1000uF,,16VDC,±20%,
PCG0J222MCL1GS,Nichicon,电容,,2200uF,,6.3VDC,±20%,
205PHC400K,Illinois Capacitor / CDE,电容,,2uF,,400VDC,±10%,
109TTA016M,Cornell Dubilier - CDE,电容,,10000uF,,16VDC,±20%,
16SEP150M,Panasonic,电容,,150uF,,16VDC,±20%,
DEBB33F471KC3B,Murata Electronics,电容,,470pF,,3.15kVDC,±10%,
DEBB33F222KA3B,Murata Electronics,电容,,2200pF,,3.15kVDC,±10%,
PEH200UV4680MB2,KEMET,电容,,6800uF,,350VDC,±20%,
104MSR102K,Illinois Capacitor / CDE,电容,,0.1uF,,1kVDC,±10%,
PCV1V220MCL2GS,Nichicon,电容,,22uF,,35VDC,±20%,
DEBB33D221KC1B,Murata Electronics,电容,,220pF,,2kVDC,±10%,
PCV1V181MCL2GS,Nichicon,电容,,180uF,,35VDC,±20%,
109TTA025M,Illinois Capacitor / CDE,电容,,10000uF,,25VDC,±20%,
254M06QD100,Cornell Dubilier - CDE,电容,,0.25uF,,600VDC,±10%,
B81141C1104M,EPCOS / TDK,电容,,0.1uF,,1kVDC,±20%,
PCV1J100MCL1GS,Nichicon,电容,,10uF,,63VDC,±20%,
B81123C1102M289,EPCOS / TDK,电容,,1000pF,,3kVDC,±20%,
107KXM050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
107TTA250M,Illinois Capacitor / CDE,电容,,100uF,,250VDC,±20%,
DEA1X3F221JA3B,Murata Electronics,电容,,220pF,,3.15kVDC,±5%,
B32652A6333J,EPCOS / TDK,电容,,0.033uF,,630VDC,±5%,
25SEP56M,Panasonic,电容,,56uF,,25VDC,±20%,
PCV1E470MCL2GS,Nichicon,电容,,47uF,,25VDC,±20%,
DEBF33D102ZP2A,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DEBB33D471KN2A,Murata Electronics,电容,,470pF,,2kVDC,±10%,
105MWR050K,Illinois Capacitor / CDE,电容,,1uF,,50VDC,±10%,
DEA1X3D100JC1B,Murata Electronics,电容,,10pF,,2kVDC,±5%,
DEA1X3D471JA3B,Murata Electronics,电容,,470pF,,2kVDC,±5%,
B32671L822J,EPCOS / TDK,电容,,8200pF,,,±5%,
25SEP33M,Panasonic,电容,,33uF,,25VDC,±20%,
105TTA450M,Cornell Dubilier - CDE,电容,,1uF,,450VDC,±20%,
104MWR250K,Illinois Capacitor / CDE,电容,,0.1uF,,250VDC,±10%,
168104J63A-F,Cornell Dubilier - CDE,电容,,0.1uF,,63VDC,±5%,
168104J100H-F,Cornell Dubilier - CDE,电容,,0.1uF,,100VDC,±5%,
109TTA035M,Illinois Capacitor / CDE,电容,,10000uF,,35VDC,±20%,
DEBE33D222ZA2B,Murata Electronics,电容,,2200pF,,2kVDC,±20%,
105MWR100K,Illinois Capacitor / CDE,电容,,1uF,,100VDC,±10%,
PCG1C681MCL1GS,Nichicon,电容,,680uF,,16VDC,±20%,
B32652A3224J,EPCOS / TDK,电容,,0.22uF,,250VDC,±5%,
C1210X102KGRACTU,KEMET,电容,,1000pF,,2kVDC,±10%,
108TTA063M,Illinois Capacitor / CDE,电容,,1000uF,,63VDC,±20%,
DEBB33F102KN3A,Murata Electronics,电容,,1000pF,,3.15kVDC,±10%,
25SVP33M,Panasonic,电容,,33uF,,25VDC,±20%,
HMJ107BB7473KAHT,Taiyo Yuden,电容,,0.047uF,,100VDC,±10%,
NLW1-25,Cornell Dubilier - CDE,电容,,1uF,,25VDC,"- 10 %, + 75 %",
DEBE33D102ZA2B,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DEBB33F332KA3B,Murata Electronics,电容,,3300pF,,3.15kVDC,±10%,
PCF1D101MCL1GS,Nichicon,电容,,100uF,,20VDC,±20%,
PCG1A152MCL1GS,Nichicon,电容,,1500uF,,10VDC,±20%,
206PHC400K,Illinois Capacitor / CDE,电容,,20uF,,400VDC,±10%,
B32921C3473M289,EPCOS / TDK,电容,,0.047uF,,630VDC,±20%,
B32922C3154K189,EPCOS / TDK,电容,,0.15uF,,630VDC,±10%,
B32521C1224K,EPCOS / TDK,电容,,0.22uF,,100VDC,±10%,
106TTA250M,Illinois Capacitor / CDE,电容,,10uF,,250VDC,±20%,
HHXB630ARA220MF80G,United Chemi-Con,电容,,22uF,,63VDC,±20%,
PCV1C101MCL1GS,Nichicon,电容,,100uF,,16VDC,±20%,
PCV1V151MCL1GS,Nichicon,电容,,150uF,,35VDC,±20%,
B32921C3103K289,EPCOS / TDK,电容,,0.01uF,,630VDC,±10%,
PCS0J101MCL1GS,Nichicon,电容,,100uF,,6.3VDC,±20%,
108CKR050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
105MWR250K,Illinois Capacitor / CDE,电容,,1uF,,250VDC,±10%,
PCJ1A121MCL1GS,Nichicon,电容,,120uF,,10VDC,±20%,
NLW50-50,Cornell Dubilier - CDE,电容,,50uF,,50VDC,"- 10 %, + 75 %",
DEA1X3D220JP2A,Murata Electronics,电容,,22pF,,2kVDC,±5%,
DEBB33D152KA2B,Murata Electronics,电容,,1500pF,,2kVDC,±10%,
25SVP22M,Panasonic,电容,,22uF,,25VDC,±20%,
107CKR063M,Illinois Capacitor / CDE,电容,,100uF,,63VDC,±20%,
PCV1H120MCL2GS,Nichicon,电容,,12uF,,50VDC,±20%,
B32529C1102K,EPCOS / TDK,电容,,1000pF,,100VDC,±10%,
B32529C1472J289,EPCOS / TDK,电容,,4700pF,,100VDC,±5%,
DEA1X3D560JA2B,Murata Electronics,电容,,56pF,,2kVDC,±5%,
B32672L1103J,EPCOS / TDK,电容,,0.01uF,,1.6kVDC,±5%,
B32652A6224K,EPCOS / TDK,电容,,0.22uF,,630VDC,±10%,
HHXA160ARA151MF80G,United Chemi-Con,电容,,150uF,,16VDC,±20%,
PCG0J331MCL1GS,Nichicon,电容,,330uF,,6.3VDC,±20%,
PCG1C821MCL1GS,Nichicon,电容,,820uF,,16VDC,±20%,
DEA1X3F220JCDB,Murata Electronics,电容,,22pF,,3.15kVDC,±5%,
B32922C3223M,EPCOS / TDK,电容,,0.022uF,,630VDC,±20%,
B32652A104J,EPCOS / TDK,电容,,0.1uF,,,±5%,
PCG0G122MCL1GS,Nichicon,电容,,1200uF,,4VDC,±20%,
168474J63H-F,Cornell Dubilier - CDE,电容,,0.47uF,,63VDC,±5%,
PCR1C221MCL1GS,Nichicon,电容,,220uF,,16VDC,±20%,
DEA1X3F270JC3B,Murata Electronics,电容,,27pF,,3.15kVDC,±5%,
B32652A3334J,EPCOS / TDK,电容,,0.33uF,,250VDC,±5%,
106CKH100M,Illinois Capacitor / CDE,电容,,10uF,,100VDC,±20%,
106RSS035M,Illinois Capacitor / CDE,电容,,10uF,,35VDC,±20%,
PCF0J331MCL1GS,Nichicon,电容,,330uF,,6.3VDC,±20%,
PCJ1C221MCL1GS,Nichicon,电容,,220uF,,16VDC,±20%,
109CKS016M,Illinois Capacitor / CDE,电容,,10000uF,,16VDC,±20%,
HHXA350ARA151MHA0G,United Chemi-Con,电容,,150uF,,35VDC,±20%,
B32562J6474K000,EPCOS / TDK,电容,,0.47uF,,400VDC,±10%,
B32672L8223J,EPCOS / TDK,电容,,0.022uF,,2kVDC,±5%,
P295BJ222M500A,KEMET,电容,,2200pF,,-,±20%,
105CKR100M,Illinois Capacitor / CDE,电容,,1uF,,100VDC,±20%,
104MSR250K,Illinois Capacitor / CDE,电容,,0.1uF,,250VDC,±10%,
104MWR100K,Illinois Capacitor / CDE,电容,,0.1uF,,100VDC,±10%,
PCJ1C221MCL4GS,Nichicon,电容,,220uF,,16VDC,±20%,
PCV1J390MCL2GS,Nichicon,电容,,39uF,,63VDC,±20%,
PCV1D471MCL2GS,Nichicon,电容,,470uF,,20VDC,±20%,
106K100CS4G-FA,Cornell Dubilier - CDE,电容,,10uF,,100VDC,±10%,
B32529C1103J289,EPCOS / TDK,电容,,0.01uF,,100VDC,±5%,
PCV1C271MCL7GS,Nichicon,电容,,270uF,,16VDC,±20%,
103MWR400K,Illinois Capacitor / CDE,电容,,0.01uF,,400VDC,±10%,
PCV1J220MCL1GS,Nichicon,电容,,22uF,,63VDC,±20%,
106K100CS4,Cornell Dubilier - CDE,电容,,10uF,,100VDC,±10%,
DEA1X3D180JP2A,Murata Electronics,电容,,18pF,,2kVDC,±5%,
B32932A3474M,EPCOS / TDK,电容,,0.47uF,,-,±20%,
B32656S0105K561,EPCOS / TDK,电容,,1uF,,1kVDC,±10%,
PCG1A561MCL1GS,Nichicon,电容,,560uF,,10VDC,±20%,
HHXA800ARA220MHA0G,United Chemi-Con,电容,,22uF,,80VDC,±20%,
109RZM016M,Illinois Capacitor / CDE,电容,,10000uF,,16VDC,±20%,
B32529C1473K,EPCOS / TDK,电容,,0.047uF,,100VDC,±10%,
DE6B3KJ101KN3A,Murata Electronics,电容,,100pF,,,±10%,
105TTA350M,Illinois Capacitor / CDE,电容,,1uF,,350VDC,±20%,
105MMR250K,Illinois Capacitor / CDE,电容,,1uF,,250VDC,±10%,
108CKE025M,Illinois Capacitor / CDE,电容,,1000uF,,25VDC,±20%,
PCK0G331MCO1GS,Nichicon,电容,,330uF,,4VDC,±20%,
PCR1C471MCL6GS,Nichicon,电容,,470uF,,16VDC,±20%,
PCV1K120MCL1GS,Nichicon,电容,,12uF,,80VDC,±20%,
DEBE33F222ZA3B,Murata Electronics,电容,,2200pF,,3.15kVDC,±20%,
B32921C3223K,EPCOS / TDK,电容,,0.022uF,,630VDC,±10%,
B32671P4104K000,EPCOS / TDK,电容,,0.1uF,,450VDC,±10%,
106BPS050M,Illinois Capacitor / CDE,电容,,10uF,,50VDC,,
108CKS025M,Illinois Capacitor / CDE,电容,,1000uF,,25VDC,±20%,
168472J100A-F,Cornell Dubilier - CDE,电容,,4700pF,,100VDC,±5%,
108CKE063M,Illinois Capacitor / CDE,电容,,1000uF,,63VDC,±20%,
104MWR102K,Illinois Capacitor / CDE,电容,,0.1uF,,1kVDC,±10%,
PCR1E331MCL1GS,Nichicon,电容,,330uF,,25VDC,±20%,
104PPA122K,Illinois Capacitor / CDE,电容,,0.1uF,,1.2kVDC,±10%,
DEBE33D472ZN2A,Murata Electronics,电容,,4700pF,,2kVDC,±20%,
B32652A223K,EPCOS / TDK,电容,,0.022uF,,1kVDC,±10%,
B32652A6224J189,EPCOS / TDK,电容,,0.22uF,,630VDC,±5%,
102MWR630K,Illinois Capacitor / CDE,电容,,1000pF,,630VDC,±10%,
168332J100A-F,Cornell Dubilier - CDE,电容,,3300pF,,100VDC,±5%,
HHXB250ARA560MF61G,United Chemi-Con,电容,,56uF,,25VDC,±20%,
PCR1J220MCL1GS,Nichicon,电容,,22uF,,63VDC,±20%,
104PPB630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
PCR1E221MCL6GS,Nichicon,电容,,220uF,,25VDC,±20%,
PCR1D471MCL1GS,Nichicon,电容,,470uF,,20VDC,±20%,
HHXA250ARA331MJA0G,United Chemi-Con,电容,,330uF,,25VDC,±20%,
