PIC32MX120F032B-I/SS,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-I/SS,"最少订量: 47 订量单位: x47"
PIC32MX120F032B-V/ML,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-V/ML,"最少订量: 61 订量单位: x61"
PIC32MX120F032B-V/SO,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-V/SO,"最少订量: 27 订量单位: x27"
PIC32MX120F032B-V/SP,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032B-V/SP,"最少订量: 15 订量单位: x15"
PIC32MX120F032B-V/SS,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-V/SS,"最少订量: 47 订量单位: x47"
PIC32MX120F032BT-50I/ML,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032BT-50I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-50I/SO,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032BT-50I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-50I/SS,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032BT-50I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX120F032BT-I/ML,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-I/SO,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-I/SS,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX120F032BT-V/ML,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-V/SO,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-V/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032BT-V/SS,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032BT-V/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX120F032C-50I/TL,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032C-50I/TL,"最少订量: 73 订量单位: x73"
PIC32MX120F032C-I/TL,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032C-I/TL,"最少订量: 73 订量单位: x73"
PIC32MX120F032C-V/TL,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032C-V/TL,"最少订量: 73 订量单位: x73"
PIC32MX120F032CT-50I/TL,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032CT-50I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032CT-I/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX120F032CT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032CT-V/TL,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032CT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032D-50I/ML,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032D-50I/ML,"最少订量: 45 订量单位: x45"
PIC32MX120F032D-50I/PT,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032D-50I/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F032D-50I/TL,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032D-50I/TL,"最少订量: 61 订量单位: x61"
PIC32MX120F032D-I/ML,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-I/ML,"最少订量: 45 订量单位: x45"
PIC32MX120F032D-I/PT,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F032D-I/TL,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-I/TL,"最少订量: 61 订量单位: x61"
PIC32MX120F032D-V/ML,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-V/ML,"最少订量: 45 订量单位: x45"
PIC32MX120F032D-V/PT,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F032D-V/TL,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032D-V/TL,"最少订量: 61 订量单位: x61"
PIC32MX120F032DT-50I/ML,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032DT-50I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032DT-50I/PT,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032DT-50I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX120F032DT-50I/TL,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032DT-50I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032DT-I/ML,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032DT-I/PT,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX120F032DT-I/TL,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032DT-V/ML,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX120F032DT-V/PT,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX120F032DT-V/TL,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032DT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F064H-50I/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-50I/MR,"最少订量: 40 订量单位: x40"
PIC32MX120F064H-50I/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-50I/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F064H-I/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-I/MR,"最少订量: 40 订量单位: x40"
PIC32MX120F064H-I/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F064H-V/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-V/MR,"最少订量: 40 订量单位: x40"
PIC32MX120F064H-V/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064H-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX120F064HT-50I/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-50I/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX120F064HT-50I/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-50I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX120F064HT-I/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-I/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX120F064HT-I/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX120F064HT-V/MR,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-V/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX120F064HT-V/PT,"64KB Flash, 8KB RAM, I2S, CTMU, UAR",PIC32MX120F064HT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F064B-I/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-I/ML,"最少订量: 61 订量单位: x61"
PIC32MX130F064B-I/SO,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-I/SO,"最少订量: 27 订量单位: x27"
PIC32MX130F064B-I/SP,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-I/SP,"最少订量: 15 订量单位: x15"
PIC32MX130F064B-I/SS,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-I/SS,"最少订量: 47 订量单位: x47"
PIC32MX130F064B-V/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-V/ML,"最少订量: 61 订量单位: x61"
PIC32MX130F064B-V/SO,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-V/SO,"最少订量: 27 订量单位: x27"
PIC32MX130F064B-V/SP,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-V/SP,"最少订量: 15 订量单位: x15"
PIC32MX130F064B-V/SS,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064B-V/SS,"最少订量: 47 订量单位: x47"
PIC32MX130F064BT-I/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064BT-I/SO,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064BT-I/SS,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX130F064BT-V/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064BT-V/SO,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-V/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064BT-V/SS,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064BT-V/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX130F064C-I/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064C-I/TL,"最少订量: 73 订量单位: x73"
PIC32MX130F064C-V/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064C-V/TL,"最少订量: 73 订量单位: x73"
PIC32MX130F064CT-I/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064CT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F064CT-V/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064CT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F064D-I/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-I/ML,"最少订量: 45 订量单位: x45"
PIC32MX130F064D-I/PT,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F064D-I/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-I/TL,"最少订量: 61 订量单位: x61"
PIC32MX130F064D-V/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-V/ML,"最少订量: 45 订量单位: x45"
PIC32MX130F064D-V/PT,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F064D-V/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064D-V/TL,"最少订量: 61 订量单位: x61"
PIC32MX130F064DT-I/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064DT-I/PT,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F064DT-I/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F064DT-V/ML,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F064DT-V/PT,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F064DT-V/TL,"32 Bit MCU, 64KB Flash, 16KB RAM, 4",PIC32MX130F064DT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F128H-50I/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-50I/MR,"最少订量: 40 订量单位: x40"
PIC32MX130F128H-50I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-50I/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F128H-I/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-I/MR,"最少订量: 40 订量单位: x40"
PIC32MX130F128H-I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F128H-V/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-V/MR,"最少订量: 40 订量单位: x40"
PIC32MX130F128H-V/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128H-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F128HT-50I/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-50I/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX130F128HT-50I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-50I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F128HT-I/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-I/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX130F128HT-I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F128HT-V/MR,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-V/MR,"最少订量: 3300 订量单位: x3300"
PIC32MX130F128HT-V/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128HT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F128L-50I/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-50I/PF,"最少订量: 90 订量单位: x90"
PIC32MX130F128L-50I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-50I/PT,"最少订量: 119 订量单位: x119"
PIC32MX130F128L-I/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-I/PF,"最少订量: 90 订量单位: x90"
PIC32MX130F128L-I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-I/PT,"最少订量: 119 订量单位: x119"
PIC32MX130F128L-V/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-V/PF,"最少订量: 90 订量单位: x90"
PIC32MX130F128L-V/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128L-V/PT,"最少订量: 119 订量单位: x119"
PIC32MX130F128LT-50I/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-50I/PF,"最少订量: 1000 订量单位: x1000"
PIC32MX130F128LT-50I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-50I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F128LT-I/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-I/PF,"最少订量: 1000 订量单位: x1000"
PIC32MX130F128LT-I/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F128LT-V/PF,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-V/PF,"最少订量: 1000 订量单位: x1000"
PIC32MX130F128LT-V/PT,"128KB Flash, 16KB RAM, I2S, CTMU, U",PIC32MX130F128LT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F256B-50I/ML,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256B-50I/ML,"最少订量: 61 订量单位: x61"
PIC32MX130F256B-50I/SP,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256B-50I/SP,"最少订量: 15 订量单位: x15"
PIC32MX130F256B-50I/SS,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256B-50I/SS,"最少订量: 47 订量单位: x47"
PIC32MX130F256B-I/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-I/ML,"最少订量: 61 订量单位: x61"
PIC32MX130F256B-I/SP,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-I/SP,"最少订量: 15 订量单位: x15"
PIC32MX130F256B-I/SS,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-I/SS,"最少订量: 47 订量单位: x47"
PIC32MX130F256B-V/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-V/ML,"最少订量: 61 订量单位: x61"
PIC32MX130F256B-V/SP,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-V/SP,"最少订量: 15 订量单位: x15"
PIC32MX130F256B-V/SS,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256B-V/SS,"最少订量: 47 订量单位: x47"
PIC32MX130F256BT-50I/ML,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256BT-50I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256BT-50I/SS,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256BT-50I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX130F256BT-I/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256BT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256BT-I/SS,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256BT-I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX130F256BT-V/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256BT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256BT-V/SS,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256BT-V/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX130F256D-50I/ML,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256D-50I/ML,"最少订量: 45 订量单位: x45"
PIC32MX130F256D-50I/PT,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256D-50I/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F256D-50I/TL,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256D-50I/TL,"最少订量: 61 订量单位: x61"
PIC32MX130F256D-I/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-I/ML,"最少订量: 45 订量单位: x45"
PIC32MX130F256D-I/PT,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F256D-I/TL,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-I/TL,"最少订量: 61 订量单位: x61"
PIC32MX130F256D-V/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-V/ML,"最少订量: 45 订量单位: x45"
PIC32MX130F256D-V/PT,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX130F256D-V/TL,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256D-V/TL,"最少订量: 61 订量单位: x61"
PIC32MX130F256DT-50I/ML,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256DT-50I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256DT-50I/PT,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256DT-50I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F256DT-50I/TL,"256KB Flash, 16KB RAM, 50MHz, 10-bi",PIC32MX130F256DT-50I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F256DT-I/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256DT-I/PT,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F256DT-I/TL,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX130F256DT-V/ML,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX130F256DT-V/PT,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX130F256DT-V/TL,"256KB Flash, 16KB RAM, 40MHz, 10-bi",PIC32MX130F256DT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX150F128B-50I/ML,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128B-50I/ML,"最少订量: 61 订量单位: x61"
PIC32MX150F128B-50I/SO,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128B-50I/SO,"最少订量: 27 订量单位: x27"
PIC32MX150F128B-50I/SP,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128B-50I/SP,"最少订量: 15 订量单位: x15"
PIC32MX150F128B-50I/SS,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128B-50I/SS,"最少订量: 47 订量单位: x47"
PIC32MX150F128B-I/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-I/ML,"最少订量: 61 订量单位: x61"
PIC32MX150F128B-I/SO,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-I/SO,"最少订量: 27 订量单位: x27"
PIC32MX150F128B-I/SP,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-I/SP,"最少订量: 15 订量单位: x15"
PIC32MX150F128B-I/SS,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-I/SS,"最少订量: 47 订量单位: x47"
PIC32MX150F128B-V/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-V/ML,"最少订量: 61 订量单位: x61"
PIC32MX150F128B-V/SO,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-V/SO,"最少订量: 27 订量单位: x27"
PIC32MX150F128B-V/SP,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-V/SP,"最少订量: 15 订量单位: x15"
PIC32MX150F128B-V/SS,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128B-V/SS,"最少订量: 47 订量单位: x47"
PIC32MX150F128BT-50I/ML,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128BT-50I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-50I/SO,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128BT-50I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-50I/SS,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128BT-50I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX150F128BT-I/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-I/SO,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-I/SS,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX150F128BT-V/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-V/SO,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-V/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX150F128BT-V/SS,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128BT-V/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX150F128C-50I/TL,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128C-50I/TL,"最少订量: 73 订量单位: x73"
PIC32MX150F128C-I/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128C-I/TL,"最少订量: 73 订量单位: x73"
PIC32MX150F128C-V/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128C-V/TL,"最少订量: 73 订量单位: x73"
PIC32MX150F128CT-50I/TL,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128CT-50I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX150F128CT-I/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128CT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX150F128CT-V/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128CT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX150F128D-50I/ML,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128D-50I/ML,"最少订量: 45 订量单位: x45"
PIC32MX150F128D-50I/PT,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128D-50I/PT,"最少订量: 160 订量单位: x160"
PIC32MX150F128D-50I/TL,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128D-50I/TL,"最少订量: 61 订量单位: x61"
PIC32MX150F128D-I/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-I/ML,"最少订量: 45 订量单位: x45"
PIC32MX150F128D-I/PT,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX150F128D-I/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-I/TL,"最少订量: 61 订量单位: x61"
PIC32MX150F128D-V/ML,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-V/ML,"最少订量: 45 订量单位: x45"
PIC32MX150F128D-V/PT,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX150F128D-V/TL,"32 Bit MCU, 128KB Flash, 32KB RAM,",PIC32MX150F128D-V/TL,"最少订量: 61 订量单位: x61"
PIC32MX150F128DT-50I/ML,"32-bit family, 128KB FLASH, 32 KB R",PIC32MX150F128DT-50I/ML,"最少订量: 1600 订量单位: x1600"
