ATSAMG51N18A-AU,"LQFP, GREEN, IND TEMP, MRLA",ATSAMG51N18A-AU,"最少订量: 90 订量单位: x90"
ATSAMG53G19A-UUT,"WLCSP, IND TEMP",ATSAMG53G19A-UUT,"最少订量: 1000 订量单位: x1000"
ATSAMG53G19B-UUT,"WLCSP, IND TEMP T&R",ATSAMG53G19B-UUT,"最少订量: 5000 订量单位: x5000"
ATSAMG53N19A-AU,"TQFP, IND TEMP",ATSAMG53N19A-AU,"最少订量: 90 订量单位: x90"
ATSAMG53N19B-AU,"TQFP , IND TEMP",ATSAMG53N19B-AU,"最少订量: 90 订量单位: x90"
ATSAMG54G19B-UUT,"WLCSP, IND TEMP T&R",ATSAMG54G19B-UUT,"最少订量: 5000 订量单位: x5000"
ATSAMG54N19B-AU,"TQFP , IND TEMP",ATSAMG54N19B-AU,"最少订量: 90 订量单位: x90"
ATSAMG55-XPRO,SAM G55 Xplained Pro evaluation kit,ATSAMG55-XPRO,"最少订量: 1 订量单位: x1"
ATSAMG55G19A-UUT,"WLCSP, IND TEMP T&R",ATSAMG55G19A-UUT,"最少订量: 5000 订量单位: x5000"
ATSAMG55J19A-AU,"TQFP , IND TEMP",ATSAMG55J19A-AU,"最少订量: 160 订量单位: x160"
ATSAMG55J19A-AUT,"TQFP , IND TEMP",ATSAMG55J19A-AUT,"最少订量: 1000 订量单位: x1000"
ATSAMG55J19A-MU,"QFN, IND TEMP",ATSAMG55J19A-MU,"最少订量: 260 订量单位: x260"
ATSAMG55J19A-MUT,"QFN, IND TEMP",ATSAMG55J19A-MUT,"最少订量: 3500 订量单位: x3500"
ATSAML21E15B-ANT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E15B-ANT,"最少订量: 2000 订量单位: x2000"
ATSAML21E15B-AUT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E15B-AUT,"最少订量: 2000 订量单位: x2000"
ATSAML21E15B-MNT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E15B-MNT,"最少订量: 5000 订量单位: x5000"
ATSAML21E15B-MUT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E15B-MUT,"最少订量: 5000 订量单位: x5000"
ATSAML21E16B-ANT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E16B-ANT,"最少订量: 2000 订量单位: x2000"
ATSAML21E16B-AUT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E16B-AUT,"最少订量: 2000 订量单位: x2000"
ATSAML21E16B-MNT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E16B-MNT,"最少订量: 5000 订量单位: x5000"
ATSAML21E16B-MUT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E16B-MUT,"最少订量: 5000 订量单位: x5000"
ATSAML21E17B-ANT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E17B-ANT,"最少订量: 2000 订量单位: x2000"
ATSAML21E17B-AUT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E17B-AUT,"最少订量: 2000 订量单位: x2000"
ATSAML21E17B-MNT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E17B-MNT,"最少订量: 5000 订量单位: x5000"
ATSAML21E17B-MUT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E17B-MUT,"最少订量: 5000 订量单位: x5000"
ATSAML21E18B-ANT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E18B-ANT,"最少订量: 2000 订量单位: x2000"
ATSAML21E18B-AUT,"32TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E18B-AUT,"最少订量: 2000 订量单位: x2000"
ATSAML21E18B-MNT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E18B-MNT,"最少订量: 5000 订量单位: x5000"
ATSAML21E18B-MUT,"32QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21E18B-MUT,"最少订量: 5000 订量单位: x5000"
ATSAML21G16B-ANT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G16B-ANT,"最少订量: 2500 订量单位: x2500"
ATSAML21G16B-AUT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G16B-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML21G16B-MNT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G16B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21G16B-MUT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G16B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21G17B-ANT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G17B-ANT,"最少订量: 2500 订量单位: x2500"
ATSAML21G17B-AUT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G17B-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML21G17B-MNT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G17B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21G17B-MUT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G17B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21G18B-ANT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G18B-ANT,"最少订量: 2500 订量单位: x2500"
ATSAML21G18B-AUT,"48TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G18B-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML21G18B-MNT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G18B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21G18B-MUT,"48QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21G18B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21J16B-ANT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J16B-ANT,"最少订量: 1500 订量单位: x1500"
ATSAML21J16B-AUT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J16B-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML21J16B-MNT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J16B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21J16B-MUT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J16B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21J17B-ANT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J17B-ANT,"最少订量: 1500 订量单位: x1500"
ATSAML21J17B-AUT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J17B-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML21J17B-MNT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J17B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21J17B-MUT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J17B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21J17B-UUT,"WLCSP64, IND TEMP GREEN, 1.6-3.6V,",ATSAML21J17B-UUT,"最少订量: 5000 订量单位: x5000"
ATSAML21J18B-ANT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J18B-ANT,"最少订量: 1500 订量单位: x1500"
ATSAML21J18B-AUT,"64TQFP 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J18B-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML21J18B-MNT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J18B-MNT,"最少订量: 4000 订量单位: x4000"
ATSAML21J18B-MUT,"64QFN 85C, GREEN,1.6-3.6V,48MHz",ATSAML21J18B-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML21J18B-UUT,"WLCSP64, IND TEMP GREEN, 1.6-3.6V,",ATSAML21J18B-UUT,"最少订量: 5000 订量单位: x5000"
ATSAML22G16A-AUT,"48TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G16A-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML22G16A-MUT,"48QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G16A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22G17A-AUT,"48TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G17A-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML22G17A-MUT,"48QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G17A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22G18A-AUT,"48TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G18A-AUT,"最少订量: 2500 订量单位: x2500"
ATSAML22G18A-MUT,"48QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22G18A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22G18A-UUT,"WLCSP48, IND TEMP GREEN, 1.6-3.6V,",ATSAML22G18A-UUT,"最少订量: 5000 订量单位: x5000"
ATSAML22J16A-AUT,"64TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J16A-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML22J16A-MUT,"64QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J16A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22J17A-AUT,"64TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J17A-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML22J17A-MUT,"64QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J17A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22J18A-AUT,"64TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J18A-AUT,"最少订量: 1500 订量单位: x1500"
ATSAML22J18A-MUT,"64QFN 85C, GREEN,1.6-3.6V,32MHz",ATSAML22J18A-MUT,"最少订量: 4000 订量单位: x4000"
ATSAML22N16A-AUT,"100TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N16A-AUT,"最少订量: 1000 订量单位: x1000"
ATSAML22N16A-CFUT,"100VFBGA 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N16A-CFUT,"最少订量: 5000 订量单位: x5000"
ATSAML22N17A-AUT,"100TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N17A-AUT,"最少订量: 1000 订量单位: x1000"
ATSAML22N17A-CFUT,"100VFBGA 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N17A-CFUT,"最少订量: 5000 订量单位: x5000"
ATSAML22N18A-AUT,"100TQFP 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N18A-AUT,"最少订量: 1000 订量单位: x1000"
ATSAML22N18A-CFUT,"100VFBGA 85C, GREEN,1.6-3.6V,32MHz",ATSAML22N18A-CFUT,"最少订量: 5000 订量单位: x5000"
ATSAMS70J19A-AN,"CM7,512kB Flash,256kB SRAM,LQFP64",ATSAMS70J19A-AN,"最少订量: 160 订量单位: x160"
ATSAMS70J19A-ANT,"CM7,512kB Flash,256kB SRAM,LQFP64,T",ATSAMS70J19A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70J20A-AN,"CM7,1024kB Flash,384kB SRAM,LQFP64",ATSAMS70J20A-AN,"最少订量: 160 订量单位: x160"
ATSAMS70J20A-ANT,"CM7,1024kB Flash,384kB SRAM,LQFP64,",ATSAMS70J20A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70J21A-AN,"CM7,2048kB Flash,384kB SRAM,LQFP64",ATSAMS70J21A-AN,"最少订量: 160 订量单位: x160"
ATSAMS70J21A-ANT,"CM7,2048kB Flash,384kB SRAM,LQFP64,",ATSAMS70J21A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70N19A-AN,"CM7,512kB Flash,256kB SRAM,LQFP100",ATSAMS70N19A-AN,"最少订量: 90 订量单位: x90"
ATSAMS70N19A-ANT,"CM7,512kB Flash,256kB SRAM,LQFP100,",ATSAMS70N19A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70N19A-CFN,"CM7,512KB Flash 256KB SRAM ,VFBGA10",ATSAMS70N19A-CFN,"最少订量: 260 订量单位: x260"
ATSAMS70N19A-CFNT,"CM7,512KB Flash 256KB SRAM,VFBGA100",ATSAMS70N19A-CFNT,"最少订量: 4000 订量单位: x4000"
ATSAMS70N19A-CN,"CM7,512kB Flash,256kB SRAM,BGA100",ATSAMS70N19A-CN,"最少订量: 260 订量单位: x260"
ATSAMS70N19A-CNT,"CM7,512kB Flash,256kB SRAM,BGA100,T",ATSAMS70N19A-CNT,"最少订量: 2000 订量单位: x2000"
ATSAMS70N20A-AN,"CM7,1024kB Flash,384kB SRAM,LQFP100",ATSAMS70N20A-AN,"最少订量: 90 订量单位: x90"
ATSAMS70N20A-ANT,"CM7,1024kB Flash,384kB SRAM,LQFP100",ATSAMS70N20A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70N20A-CFN,"CM7,1024kB Flash,384kB SRAM,VFBGA10",ATSAMS70N20A-CFN,"最少订量: 260 订量单位: x260"
ATSAMS70N20A-CFNT,"CM7,1024kB Flash,384kB SRAM,VFBGA10",ATSAMS70N20A-CFNT,"最少订量: 4000 订量单位: x4000"
ATSAMS70N20A-CN,"CM7,1024kB Flash,384kB SRAM,BGA100",ATSAMS70N20A-CN,"最少订量: 260 订量单位: x260"
ATSAMS70N20A-CNT,"CM7,1024kB Flash,384kB SRAM,BGA100,",ATSAMS70N20A-CNT,"最少订量: 2000 订量单位: x2000"
ATSAMS70N21A-AN,"CM7,2048kB Flash,384kB SRAM,LQFP100",ATSAMS70N21A-AN,"最少订量: 90 订量单位: x90"
ATSAMS70N21A-ANT,"CM7,2048kB Flash,384kB SRAM,LQFP100",ATSAMS70N21A-ANT,"最少订量: 1000 订量单位: x1000"
ATSAMS70N21A-CFN,"CM7,2048kB Flash,384kB SRAM,VFBGA10",ATSAMS70N21A-CFN,"最少订量: 260 订量单位: x260"
ATSAMS70N21A-CFNT,"CM7,2048kB Flash,384kB SRAM,VFBGA10",ATSAMS70N21A-CFNT,"最少订量: 4000 订量单位: x4000"
ATSAMS70N21A-CN,"CM7,2048kB Flash,384kB SRAM,BGA100",ATSAMS70N21A-CN,"最少订量: 260 订量单位: x260"
ATSAMS70N21A-CNT,"CM7,2048kB Flash,384kB SRAM,BGA100,",ATSAMS70N21A-CNT,"最少订量: 2000 订量单位: x2000"
ATSAMS70Q19A-AN,"CM7,512kB Flash,256kB SRAM,LQFP144",ATSAMS70Q19A-AN,"最少订量: 60 订量单位: x60"
ATSAMS70Q19A-ANT,"CM7,512kB Flash,256kB SRAM,LQFP144,",ATSAMS70Q19A-ANT,"最少订量: 800 订量单位: x800"
ATSAMS70Q19A-CN,"CM7,512kB Flash,256kB SRAM,BGA144",ATSAMS70Q19A-CN,"最少订量: 184 订量单位: x184"
ATSAMS70Q19A-CNT,"CM7,512kB Flash,256kB SRAM,BGA144,T",ATSAMS70Q19A-CNT,"最少订量: 1000 订量单位: x1000"
ATSAMS70Q20A-AN,"CM7,1024kB Flash,384kB SRAM,LQFP144",ATSAMS70Q20A-AN,"最少订量: 60 订量单位: x60"
ATSAMS70Q20A-ANT,"CM7,1024kB Flash,384kB SRAM,LQFP144",ATSAMS70Q20A-ANT,"最少订量: 800 订量单位: x800"
ATSAMS70Q20A-CN,"CM7,1024kB Flash,384kB SRAM,BGA144",ATSAMS70Q20A-CN,"最少订量: 184 订量单位: x184"
ATSAMS70Q20A-CNT,"CM7,1024kB Flash,384kB SRAM,BGA144,",ATSAMS70Q20A-CNT,"最少订量: 1000 订量单位: x1000"
ATSAMS70Q21A-AN,"CM7,2048kB Flash,384kB SRAM,LQFP144",ATSAMS70Q21A-AN,"最少订量: 60 订量单位: x60"
ATSAMS70Q21A-ANT,"CM7,2048kB Flash,384kB SRAM,LQFP144",ATSAMS70Q21A-ANT,"最少订量: 800 订量单位: x800"
ATSAMS70Q21A-CN,"CM7,2048kB Flash,384kB SRAM,BGA144",ATSAMS70Q21A-CN,"最少订量: 184 订量单位: x184"
ATSAMS70Q21A-CNT,"CM7,2048kB Flash,384kB SRAM,BGA144,",ATSAMS70Q21A-CNT,"最少订量: 1000 订量单位: x1000"
ATUC128D3-A2UT,UC3D3 128KB Flash 64QFP 85C green T,ATUC128D3-A2UT,"最少订量: 160 订量单位: x160"
ATUC128D3-Z2UR,UC3D3 128KB Flash 64QFN 85C green T,ATUC128D3-Z2UR,"最少订量: 4000 订量单位: x4000"
ATUC128D4-AUT,UC3D4 128KB Flash 48QFP 85C green T,ATUC128D4-AUT,"最少订量: 250 订量单位: x250"
ATUC128D4-Z1UR,UC3D4 128KB Flash 48QFN 85C green T,ATUC128D4-Z1UR,"最少订量: 4000 订量单位: x4000"
ATUC128D4-Z1UT,UC3D4 128KB Flash 48QFN 85C green T,ATUC128D4-Z1UT,"最少订量: 416 订量单位: x416"
ATUC128L3U-AUR,UC3L-128KB Flash 64QFP 85C green T&,ATUC128L3U-AUR,"最少订量: 1500 订量单位: x1500"
ATUC128L3U-AUT,UC3L-128KB Flash 64QFP 85C green Tr,ATUC128L3U-AUT,"最少订量: 160 订量单位: x160"
ATUC128L3U-Z3UR,UC3L-128KB Flash 64QFN 85C green T&,ATUC128L3U-Z3UR,"最少订量: 4000 订量单位: x4000"
ATUC128L3U-Z3UT,UC3L-128KB Flash 64QFN 85C green Tr,ATUC128L3U-Z3UT,"最少订量: 260 订量单位: x260"
ATUC128L4U-AUR,UC3L-128KB Flash 48QFP 85C green T&,ATUC128L4U-AUR,"最少订量: 2500 订量单位: x2500"
ATUC128L4U-AUT,UC3L-128KB Flash 48QFP 85C green Tr,ATUC128L4U-AUT,"最少订量: 250 订量单位: x250"
ATUC128L4U-D3HR,UC3L-128KB Flash 48TLLGA 85C green,ATUC128L4U-D3HR,"最少订量: 5000 订量单位: x5000"
ATUC128L4U-D3HT,UC3L-128KB Flash 48TLLGA 85C green,ATUC128L4U-D3HT,"最少订量: 490 订量单位: x490"
ATUC256L3U-AUR,UC3L-256KB Flash 64QFP 85C green T&,ATUC256L3U-AUR,"最少订量: 1500 订量单位: x1500"
ATUC256L3U-AUT,UC3L-256KB Flash 64QFP 85C green Tr,ATUC256L3U-AUT,"最少订量: 160 订量单位: x160"
ATUC256L3U-Z3UR,UC3L-256KB Flash 64QFN 85C green T&,ATUC256L3U-Z3UR,"最少订量: 4000 订量单位: x4000"
ATUC256L3U-Z3UT,UC3L-256KB Flash 64QFN 85C green Tr,ATUC256L3U-Z3UT,"最少订量: 260 订量单位: x260"
ATUC256L4U-AUR,UC3L-256KB Flash 48QFP 85C green T&,ATUC256L4U-AUR,"最少订量: 2500 订量单位: x2500"
ATUC256L4U-AUT,UC3L-256KB Flash 48QFP 85C green Tr,ATUC256L4U-AUT,"最少订量: 250 订量单位: x250"
ATUC256L4U-D3HR,UC3L-256KB Flash 48TLLGA 85C green,ATUC256L4U-D3HR,"最少订量: 5000 订量单位: x5000"
ATUC256L4U-D3HT,UC3L-256KB Flash 48TLLGA 85C green,ATUC256L4U-D3HT,"最少订量: 490 订量单位: x490"
ATUC256L4U-ZAUR,UC3L-256KB Flash 48QFN 85C green T&,ATUC256L4U-ZAUR,"最少订量: 4000 订量单位: x4000"
ATUC256L4U-ZAUT,UC3L-256KB Flash 48QFN 85C green Tr,ATUC256L4U-ZAUT,"最少订量: 416 订量单位: x416"
ATUC64D3-A2UR,UC3D3 64KB Flash 64QFP 85C green T&,ATUC64D3-A2UR,"最少订量: 1500 订量单位: x1500"
ATUC64D3-A2UT,UC3D3 64KB Flash 64QFP 85C green Tr,ATUC64D3-A2UT,"最少订量: 160 订量单位: x160"
ATUC64D3-Z2UT,UC3D3 64KB Flash 64QFN 85C green Tr,ATUC64D3-Z2UT,"最少订量: 260 订量单位: x260"
ATUC64D4-AUT,UC3D4 64KB Flash 48QFP 85C green Tr,ATUC64D4-AUT,"最少订量: 250 订量单位: x250"
ATUC64D4-Z1UR,UC3D4 64KB Flash 48QFN 85C green T&,ATUC64D4-Z1UR,"最少订量: 4000 订量单位: x4000"
ATUC64D4-Z1UT,UC3D4 64KB Flash 48QFN 85C green Tr,ATUC64D4-Z1UT,"最少订量: 416 订量单位: x416"
ATUC64L3U-AUR,UC3L-64KB Flash 64QFP 85C green T&R,ATUC64L3U-AUR,"最少订量: 1500 订量单位: x1500"
ATUC64L3U-AUT,UC3L-64KB Flash 64QFP 85C green Tra,ATUC64L3U-AUT,"最少订量: 160 订量单位: x160"
ATUC64L3U-Z3UR,UC3L-64KB Flash 64QFN 85C green T&R,ATUC64L3U-Z3UR,"最少订量: 4000 订量单位: x4000"
ATUC64L3U-Z3UT,UC3L-64KB Flash 64QFN 85C green Tra,ATUC64L3U-Z3UT,"最少订量: 260 订量单位: x260"
ATUC64L4U-AUR,UC3L-64KB Flash 48QFP 85C green T&R,ATUC64L4U-AUR,"最少订量: 2500 订量单位: x2500"
ATUC64L4U-AUT,UC3L-64KB Flash 48QFP 85C green Tra,ATUC64L4U-AUT,"最少订量: 250 订量单位: x250"
ATUC64L4U-D3HR,UC3L-64KB Flash 48TLLGA 85C green T,ATUC64L4U-D3HR,"最少订量: 5000 订量单位: x5000"
ATUC64L4U-D3HT,UC3L-64KB Flash 48TLLGA 85C green T,ATUC64L4U-D3HT,"最少订量: 490 订量单位: x490"
ATUC64L4U-ZAUR,UC3L-64KB Flash 48QFN 85C green T&R,ATUC64L4U-ZAUR,"最少订量: 4000 订量单位: x4000"
ATUC64L4U-ZAUT,UC3L-64KB Flash 48QFN 85C green Tra,ATUC64L4U-ZAUT,"最少订量: 416 订量单位: x416"
PIC32MX110F016B-I/ML,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-I/ML,"最少订量: 61 订量单位: x61"
PIC32MX110F016B-I/SO,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-I/SO,"最少订量: 27 订量单位: x27"
PIC32MX110F016B-I/SP,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016B-I/SP,"最少订量: 15 订量单位: x15"
PIC32MX110F016B-I/SS,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-I/SS,"最少订量: 47 订量单位: x47"
PIC32MX110F016B-V/ML,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-V/ML,"最少订量: 61 订量单位: x61"
PIC32MX110F016B-V/SO,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-V/SO,"最少订量: 27 订量单位: x27"
PIC32MX110F016B-V/SP,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016B-V/SP,"最少订量: 15 订量单位: x15"
PIC32MX110F016B-V/SS,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016B-V/SS,"最少订量: 47 订量单位: x47"
PIC32MX110F016BT-I/ML,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016BT-I/SO,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-I/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016BT-I/SS,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-I/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX110F016BT-V/ML,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016BT-V/SO,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-V/SO,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016BT-V/SS,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016BT-V/SS,"最少订量: 2100 订量单位: x2100"
PIC32MX110F016C-I/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016C-I/TL,"最少订量: 73 订量单位: x73"
PIC32MX110F016C-V/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016C-V/TL,"最少订量: 73 订量单位: x73"
PIC32MX110F016CT-I/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016CT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX110F016CT-V/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016CT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX110F016D-I/ML,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-I/ML,"最少订量: 45 订量单位: x45"
PIC32MX110F016D-I/PT,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-I/PT,"最少订量: 160 订量单位: x160"
PIC32MX110F016D-I/TL,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-I/TL,"最少订量: 61 订量单位: x61"
PIC32MX110F016D-V/ML,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-V/ML,"最少订量: 45 订量单位: x45"
PIC32MX110F016D-V/PT,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-V/PT,"最少订量: 160 订量单位: x160"
PIC32MX110F016D-V/TL,"PIC32, 16KB Flash, 4KB RAM, 40 MHz,",PIC32MX110F016D-V/TL,"最少订量: 61 订量单位: x61"
PIC32MX110F016DT-I/ML,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-I/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016DT-I/PT,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-I/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX110F016DT-I/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-I/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX110F016DT-V/ML,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-V/ML,"最少订量: 1600 订量单位: x1600"
PIC32MX110F016DT-V/PT,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-V/PT,"最少订量: 1200 订量单位: x1200"
PIC32MX110F016DT-V/TL,"32 Bit MCU, 16KB Flash, 4KB RAM, 40",PIC32MX110F016DT-V/TL,"最少订量: 3300 订量单位: x3300"
PIC32MX120F032B-50I/ML,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032B-50I/ML,"最少订量: 61 订量单位: x61"
PIC32MX120F032B-50I/SO,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032B-50I/SO,"最少订量: 27 订量单位: x27"
PIC32MX120F032B-50I/SP,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032B-50I/SP,"最少订量: 15 订量单位: x15"
PIC32MX120F032B-50I/SS,"32-bit family, 32 KB FLASH, 8 KB RA",PIC32MX120F032B-50I/SS,"最少订量: 47 订量单位: x47"
PIC32MX120F032B-I/ML,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-I/ML,"最少订量: 61 订量单位: x61"
PIC32MX120F032B-I/SO,"PIC32, 32KB Flash, 8KB RAM, 40 MHz,",PIC32MX120F032B-I/SO,"最少订量: 27 订量单位: x27"
PIC32MX120F032B-I/SP,"32 Bit MCU, 32KB Flash, 8KB RAM, 40",PIC32MX120F032B-I/SP,"最少订量: 15 订量单位: x15"
